term,estimate,std.error,statistic,p.value,model
bachelors_puma,-0.08981497230941084,0.07787130219998695,-1.1533770435577215,0.24876547183941713,state and year fixed effects and clustered SE
black_puma,0.038882042036734066,0.019305950875249177,2.0139925916097736,0.04401982507673031,state and year fixed effects and clustered SE
hispanic_puma,0.090457773349194,0.028821020415393212,3.13860411760025,0.0016993020456238517,state and year fixed effects and clustered SE
log_inctot_puma,-6.683834839451057,2.208146094638069,-3.0268988341310745,0.0024730040888246547,state and year fixed effects and clustered SE
owned_puma,0.7224047329425206,0.2590191268842411,2.7890014981996765,0.00529063921601682,state and year fixed effects and clustered SE
age_puma,0.15606061722518186,0.09239249722399018,1.689104872301903,0.09121043058011992,state and year fixed effects and clustered SE
immigrant_puma,0.4850863364239974,0.05962518002234075,8.135595334760282,4.266863610847046e-16,state and year fixed effects and clustered SE
poverty_200_puma,-1.4722770153838716,3.6352505208078356,-0.4050001525222801,0.6854804823665392,state and year fixed effects and clustered SE
hwsei_puma,0.36096431607077617,0.21401443509078075,1.6866353707293722,0.09168458857086112,state and year fixed effects and clustered SE
unemployed_puma,-0.27866201516701683,0.25519064868971786,-1.091975809449967,0.2748530978915278,state and year fixed effects and clustered SE
valueh_puma,6.106743868545276e-6,2.653565926298683e-6,2.301334897325595,0.02137999124991032,state and year fixed effects and clustered SE
rent_puma,0.004277798721736559,0.001984514772203965,2.1555892562017642,0.031124217218923195,state and year fixed effects and clustered SE
costelec_puma,-8.235894931059252e-5,1.4743003658187646e-4,-0.5586307323803302,0.5764182135867009,state and year fixed effects and clustered SE
density_puma,4.76866143812471e-5,1.9672597962421675e-5,2.424012043164681,0.015356365763071051,state and year fixed effects and clustered SE
state_policy,0.07558320996291691,0.10485148321226338,0.7208597117305894,0.4710018306596526,state and year fixed effects and clustered SE
lgbt_nonprofits,-0.05075032755637327,0.13000304729852077,-0.39037798429322457,0.6962600246907671,state and year fixed effects and clustered SE
immigrant_nonprofits,-0.3080947870517153,0.0907500119888215,-3.394983430852506,6.872765335520413e-4,state and year fixed effects and clustered SE
