State,State_Abb,Year,sodomy_illega,marriage_ban,marriage_equality,civil_union,employment_discrim_so,hate_crime_so,joint_adoption,adoption_religious_freedom,conversion_therapy_ban,housing_discrim_so,state_ban_local_nondiscrimimation,state_couple_laws
California,CA,2010,0,1,0,0,1,1,1,0,0,1,0,1
California,CA,2011,0,1,0,0,1,1,1,0,0,1,0,1
California,CA,2012,0,1,0,0,1,1,1,0,1,1,0,1
California,CA,2013,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2014,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2015,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2016,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2017,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2018,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2019,0,0,1,0,1,1,1,0,1,1,0,2
California,CA,2020,0,0,1,0,1,1,1,0,1,1,0,2
Colorado,CO,1991,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1992,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1993,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1994,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1995,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1996,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1997,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1998,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,1999,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2000,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2001,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2002,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2003,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2004,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,CO,2005,0,0,0,0,0,1,0,0,0,0,0,0
Colorado,CO,2006,0,1,0,0,0,1,0,0,0,0,0,0
Colorado,CO,2007,0,1,0,0,1,1,0,0,0,0,0,0
Colorado,CO,2008,0,1,0,0,1,1,0,0,0,1,0,0
Colorado,CO,2009,0,1,0,0,1,1,0,0,0,1,0,0
Colorado,CO,2010,0,1,0,0,1,1,0,0,0,1,0,0
Colorado,CO,2011,0,1,0,0,1,1,0,0,0,1,0,0
Colorado,CO,2012,0,1,0,0,1,1,0,0,0,1,0,0
Colorado,CO,2013,0,1,0,1,1,1,0,0,0,1,0,1
Colorado,CO,2014,0,0,1,1,1,1,0,0,0,1,0,2
Colorado,CO,2015,0,0,1,1,1,1,1,0,0,1,0,3
Colorado,CO,2016,0,0,1,1,1,1,1,0,0,1,0,3
Colorado,CO,2017,0,0,1,1,1,1,1,0,0,1,0,3
Colorado,CO,2018,0,0,1,1,1,1,1,0,0,1,0,3
Colorado,CO,2019,0,0,1,1,1,1,1,0,1,1,0,3
Colorado,CO,2020,0,0,1,1,1,1,1,0,1,1,0,3
Connecticut,CT,1991,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1992,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1993,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1994,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1995,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1996,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1997,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1998,0,0,0,0,1,0,0,0,0,0,0,0
Connecticut,CT,1999,0,0,0,0,1,0,0,0,0,1,0,0
Connecticut,CT,2000,0,0,0,0,1,0,0,0,0,1,0,0
Connecticut,CT,2001,0,0,0,0,1,0,0,0,0,1,0,0
Connecticut,CT,2002,0,0,0,0,1,0,0,0,0,1,0,0
Connecticut,CT,2003,0,0,0,0,1,0,0,0,0,1,0,0
Connecticut,CT,2004,0,0,0,0,1,1,1,0,0,1,0,1
Connecticut,CT,2005,0,0,0,0,1,1,1,0,0,1,0,1
Connecticut,CT,2006,0,0,0,0,1,1,1,0,0,1,0,1
Connecticut,CT,2007,0,0,0,0,1,1,1,0,0,1,0,1
Connecticut,CT,2008,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2009,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2010,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2011,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2012,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2013,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2014,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2015,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2016,0,0,1,0,1,1,1,0,0,1,0,2
Connecticut,CT,2017,0,0,1,0,1,1,1,0,1,1,0,2
Connecticut,CT,2018,0,0,1,0,1,1,1,0,1,1,0,2
Connecticut,CT,2019,0,0,1,0,1,1,1,0,1,1,0,2
Connecticut,CT,2020,0,0,1,0,1,1,1,0,1,1,0,2
DC,DC,1991,1,0,0,0,1,1,1,0,0,1,0,0
DC,DC,1992,1,0,0,0,1,1,1,0,0,1,0,0
DC,DC,1993,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1994,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1995,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1996,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1997,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1998,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,1999,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2000,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2001,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2002,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2003,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2004,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2005,0,0,0,0,1,1,1,0,0,1,0,1
DC,DC,2006,0,0,0,1,1,1,1,0,0,1,0,2
DC,DC,2007,0,0,0,1,1,1,1,0,0,1,0,2
DC,DC,2008,0,0,0,1,1,1,1,0,0,1,0,2
DC,DC,2009,0,0,0,1,1,1,1,0,0,1,0,2
DC,DC,2010,0,0,1,1,1,1,1,0,0,1,0,3
DC,DC,2011,0,0,1,1,1,1,1,0,0,1,0,3
DC,DC,2012,0,0,1,1,1,1,1,0,0,1,0,3
DC,DC,2013,0,0,1,1,1,1,1,0,0,1,0,3
DC,DC,2014,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2015,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2016,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2017,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2018,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2019,0,0,1,1,1,1,1,0,1,1,0,3
DC,DC,2020,0,0,1,1,1,1,1,0,1,1,0,3
Delaware,DE,1991,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1992,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1993,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1994,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1995,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1996,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,DE,1997,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,1998,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,1999,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2000,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2001,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2002,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2003,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2004,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2005,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2006,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2007,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2008,0,0,0,0,0,1,0,0,0,0,0,0
Delaware,DE,2009,0,0,0,0,1,1,1,0,0,1,0,1
Delaware,DE,2010,0,0,0,0,1,1,1,0,0,1,0,1
Delaware,DE,2011,0,0,0,0,1,1,1,0,0,1,0,1
Delaware,DE,2012,0,0,0,0,1,1,1,0,0,1,0,1
Delaware,DE,2013,0,0,1,0,1,1,1,0,0,1,0,2
Delaware,DE,2014,0,0,1,0,1,1,1,0,0,1,0,2
Delaware,DE,2015,0,0,1,0,1,1,1,0,0,1,0,2
Delaware,DE,2016,0,0,1,0,1,1,1,0,0,1,0,2
Delaware,DE,2017,0,0,1,0,1,1,1,0,0,1,0,2
Delaware,DE,2018,0,0,1,0,1,1,1,0,1,1,0,2
Delaware,DE,2019,0,0,1,0,1,1,1,0,1,1,0,2
Delaware,DE,2020,0,0,1,0,1,1,1,0,1,1,0,2
Florida,FL,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1997,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1998,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,1999,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,2000,1,0,0,0,0,0,0,0,0,0,0,-1
Florida,FL,2001,1,0,0,0,0,1,0,0,0,0,0,-1
Florida,FL,2002,1,0,0,0,0,1,0,0,0,0,0,-1
Florida,FL,2003,0,0,0,0,0,1,0,0,0,0,0,0
Florida,FL,2004,0,0,0,0,0,1,0,0,0,0,0,0
Florida,FL,2005,0,0,0,0,0,1,0,0,0,0,0,0
Florida,FL,2006,0,0,0,0,0,1,0,0,0,0,0,0
Florida,FL,2007,0,0,0,0,0,1,0,0,0,0,0,0
Florida,FL,2008,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2009,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2010,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2011,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2012,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2013,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2014,0,1,0,0,0,1,0,0,0,0,0,0
Florida,FL,2015,0,0,1,0,0,1,0,0,0,0,0,1
Florida,FL,2016,0,0,1,0,0,1,0,0,0,0,0,1
Florida,FL,2017,0,0,1,0,0,1,0,0,0,0,0,1
Florida,FL,2018,0,0,1,0,0,1,0,0,0,0,0,1
Florida,FL,2019,0,0,1,0,0,1,0,0,0,0,0,1
Florida,FL,2020,0,0,1,0,1,1,0,0,0,0,0,1
Georgia,GA,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1997,1,0,0,0,0,0,0,0,0,0,0,-1
Georgia,GA,1998,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,1999,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2000,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2001,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2002,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2003,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2004,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2005,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2006,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2007,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2008,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2009,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2010,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2011,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2012,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2013,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2014,0,1,0,0,0,0,0,0,0,0,0,0
Georgia,GA,2015,0,0,1,0,0,0,0,0,0,0,0,1
Georgia,GA,2016,0,0,1,0,0,0,0,0,0,0,0,1
Georgia,GA,2017,0,0,1,0,0,0,0,0,0,0,0,1
Georgia,GA,2018,0,0,1,0,0,0,0,0,0,0,0,1
Georgia,GA,2019,0,0,1,0,0,0,0,0,0,0,0,1
Georgia,GA,2020,0,0,1,0,1,1,0,0,0,0,0,1
Hawaii,HI,1991,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1992,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1993,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1994,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1995,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1996,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1997,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1998,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,1999,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,2000,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,2001,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,2002,0,0,0,0,1,0,0,0,0,0,0,0
Hawaii,HI,2003,0,0,0,0,1,1,0,0,0,0,0,0
Hawaii,HI,2004,0,0,0,0,1,1,0,0,0,0,0,0
Hawaii,HI,2005,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2006,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2007,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2008,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2009,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2010,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2011,0,0,0,0,1,1,0,0,0,1,0,0
Hawaii,HI,2012,0,0,1,0,1,1,0,0,0,1,0,1
Hawaii,HI,2013,0,0,1,0,1,1,0,0,0,1,0,1
Hawaii,HI,2014,0,0,1,0,1,1,1,0,0,1,0,2
Hawaii,HI,2015,0,0,1,0,1,1,1,0,0,1,0,2
Hawaii,HI,2016,0,0,1,0,1,1,1,0,0,1,0,2
Hawaii,HI,2017,0,0,1,0,1,1,1,0,0,1,0,2
Hawaii,HI,2018,0,0,1,0,1,1,1,0,1,1,0,2
Hawaii,HI,2019,0,0,1,0,1,1,1,0,1,1,0,2
Hawaii,HI,2020,0,0,1,0,1,1,1,0,1,1,0,2
Idaho,ID,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1997,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1998,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,1999,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,2000,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,2001,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,2002,1,0,0,0,0,0,0,0,0,0,0,-1
Idaho,ID,2003,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2004,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2005,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2006,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2007,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2008,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2009,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2010,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2011,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2012,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2013,0,1,0,0,0,0,0,0,0,0,0,0
Idaho,ID,2014,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2015,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2016,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2017,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2018,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2019,0,0,1,0,0,0,0,0,0,0,0,1
Idaho,ID,2020,0,0,1,0,1,0,0,0,0,0,0,1
Illinois,IL,1991,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1992,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1993,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1994,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1995,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1996,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1997,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1998,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,1999,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,2000,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,2001,0,0,0,0,0,1,0,0,0,0,0,0
Illinois,IL,2002,0,0,0,0,0,1,0,0,0,0,0,0
Illinois,IL,2003,0,0,0,0,0,1,0,0,0,0,0,0
Illinois,IL,2004,0,0,0,0,0,1,0,0,0,0,0,0
Illinois,IL,2005,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2006,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2007,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2008,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2009,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2010,0,0,0,0,1,1,0,0,0,1,0,0
Illinois,IL,2011,0,0,0,1,1,1,0,0,0,1,0,1
Illinois,IL,2012,0,0,0,1,1,1,0,0,0,1,0,1
Illinois,IL,2013,0,0,1,1,1,1,0,0,0,1,0,2
Illinois,IL,2014,0,0,1,1,1,1,0,0,0,1,0,2
Illinois,IL,2015,0,0,1,1,1,1,0,0,1,1,0,2
Illinois,IL,2016,0,0,1,1,1,1,0,0,1,1,0,2
Illinois,IL,2017,0,0,1,1,1,1,1,0,1,1,0,3
Illinois,IL,2018,0,0,1,1,1,1,1,0,1,1,0,3
Illinois,IL,2019,0,0,1,1,1,1,1,0,1,1,0,3
Illinois,IL,2020,0,0,1,1,1,1,1,0,1,1,0,3
Indiana,IN,1991,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1992,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1993,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1994,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1995,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1996,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1997,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1998,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,1999,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2000,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2001,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2002,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2003,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2004,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2005,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2006,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2007,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2008,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2009,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,IN,2010,0,0,0,0,0,0,1,0,0,0,0,1
Indiana,IN,2011,0,0,0,0,0,0,1,0,0,0,0,1
Indiana,IN,2012,0,0,0,0,0,0,1,0,0,0,0,1
Indiana,IN,2013,0,0,0,0,0,0,1,0,0,0,0,1
Indiana,IN,2014,0,0,1,0,0,0,1,0,0,0,0,2
Indiana,IN,2015,0,0,1,0,0,0,1,0,0,0,0,2
Indiana,IN,2016,0,0,1,0,0,0,1,0,0,0,0,2
Indiana,IN,2017,0,0,1,0,1,0,1,0,0,0,0,2
Indiana,IN,2018,0,0,1,0,1,0,1,0,0,0,0,2
Indiana,IN,2019,0,0,1,0,1,1,1,0,0,0,0,2
Indiana,IN,2020,0,0,1,0,1,1,1,0,0,0,0,2
Iowa,IA,1991,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1992,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1993,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1994,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1995,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1996,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1997,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1998,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,1999,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,2000,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,2001,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,IA,2002,0,0,0,0,0,1,0,0,0,0,0,0
Iowa,IA,2003,0,0,0,0,0,1,0,0,0,0,0,0
